DATAFLOW,LAST UPDATE,freq,unit,mot_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DE,2021,48540878,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DE,2022,48763036,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DE,2023,49098685,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2014,2319207,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2015,2390823,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2016,2465534,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2017,2530052,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2018,2594482,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2019,2651741,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2020,2723612,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2021,2787553,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2022,2801076,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,DK,2023,2827864,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2014,652950,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2015,676596,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2016,703151,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2017,725944,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2018,746464,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2019,794926,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2020,808689,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2021,825936,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2022,849294,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EE,2023,865773,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2014,5110873,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2015,5107620,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2016,5160056,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2017,5235928,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2018,5282695,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2019,5406551,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2020,5492176,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2021,5604192,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2022,5726012,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EL,2023,5877759,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2014,22029512,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2015,22355549,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2016,24004934,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2017,24676557,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2018,25304190,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2019,25836586,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2020,26034347,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2021,26293882,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2022,26605478,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ES,2023,26778142,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2014,224317337,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2015,225651590,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2016,231377223,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2017,236047946,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2018,240409941,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2019,244850251,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2020,247656045,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2021,250246879,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2022,252612228,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,EU27_2020,2023,256538568,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2014,3172735,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2015,3234860,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2016,3322672,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2017,3398937,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2018,3470507,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2019,3549803,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2020,3607531,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2021,3641532,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2022,3673750,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FI,2023,3718278,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2014,36647883,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2015,37180101,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2016,37673476,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2017,38117663,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2018,38229305,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2019,38421218,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2020,38467643,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2021,38814659,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2022,38856492,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,FR,2023,39511536,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2014,821100,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2015,894700,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2016,973300,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2017,1030421,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2018,1085638,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2019,1190070,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2020,1190070,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2021,1265867,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2022,1333012,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,GE,2023,1438585,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2014,1474495,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2015,1499802,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2016,1552904,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2017,1596087,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2018,1666413,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2019,1724900,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2020,1746285,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2021,1795465,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2022,1840767,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HR,2023,1910131,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2014,3107695,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2015,3196856,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2016,3313206,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2017,3471997,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2018,3641823,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2019,3812013,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2020,3920799,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2021,4020159,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2022,4094129,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,HU,2023,4168651,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2014,2018310,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2015,2060170,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2016,2102720,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2017,2142390,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2018,2182920,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2019,2253210,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2020,2291940,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2021,2309760,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2022,2335130,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IE,2023,2418947,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IS,2017,257100,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IS,2018,267467,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IS,2019,269825,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IS,2020,269615,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IS,2021,289017,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IS,2022,287368,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IS,2023,256000,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2014,37080753,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2015,37351233,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2016,37876138,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2017,38520321,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2018,39018170,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2019,39545232,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2020,39717874,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2021,39822723,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2022,40213061,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,IT,2023,40915229,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2014,28470,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2015,28802,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2016,29241,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2017,29675,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2018,29949,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2019,30249,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2020,30436,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2021,30541,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2022,30659,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LI,2023,30964,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2014,1205668,b
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2015,1244063,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2016,1298737,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2017,1356987,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2018,1430520,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2019,1498688,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2020,1565465,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2021,1611143,
